Наименование,Регистрационный номер,Дата регистрации,Статус,Регион регистрации,Организационно-правовая форма,Год,"Валовая прибыль (убыток), RUB","Всего использовано средств, RUB","Всего поступило средств, RUB","Выручка, RUB","Дебиторская задолженность, RUB","Денежные средства и денежные эквиваленты, RUB","Доходы от участия в других организациях, RUB","Доходы, RUB","Заёмные средства (краткосрочные), RUB","Капитал и резервы, RUB","Коммерческие расходы, RUB","Кредиторская задолженность, RUB","Остаток средств на конец отчетного года, RUB","Пассивы всего, RUB","Прибыль (убыток) до налогообложения , RUB","Прибыль (убыток) от продажи, RUB","Прибыль от приносящей доход деятельности, RUB","Приобретение основных средств, инвентаря и иного имущества, RUB","Проценты к получению, RUB","Проценты к уплате, RUB","Прочие доходы, RUB","Прочие расходы, RUB","Расходы на содержание аппарата управления, RUB","Расходы на целевые мероприятия, RUB","Расходы, RUB","Себестоимость продаж, RUB",Среднесписочная численность работников,"Текущий налог на прибыль, RUB","Управленческие расходы, RUB","Чистая прибыль (убыток), RUB"
"ПЕРВОМАЙСКИЙ, ФОНД ДОМА ТВОРЧЕСТВА",1055400015450.0,2005-07-15 00:00:00,Действующая,Новосибирская область,Благотворительные фонды,2018,,2104000.0,1872000.0,,,573000.0,,,,573000.0,,,943000.0,573000.0,,,,,,,,,252000.0,,,,,,,
"ПЕРВОПРОХОДЦЫ ДАЛЬНЕГО ВОСТОКА, СКБФ ИМЕНИ М.И.ЯНКОВСКОГО",1092500001967.0,2009-09-30 00:00:00,Действующая,Приморский край,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПЕРВОУРАЛЬСК-21 ВЕК, БФМС",1036601476273.0,2001-01-23 00:00:00,Действующая,Свердловская область,Благотворительные фонды,2018,,6652000.0,4848000.0,,61000.0,936000.0,,,,,,30000.0,10392000.0,10421000.0,918000.0,,964000.0,50000.0,,,964000.0,46000.0,875000.0,5721000.0,,,,,,889000.0
"ПЕРВОЦВЕТ, ФОНД",1055906311548.0,2005-12-30 00:00:00,Действующая,Пермский край,Экологические фонды,2018,,60000.0,60000.0,,,,,,,,,,,,,,,,,,,,,60000.0,,,,,,
"ПЕРВЫЕ ШАГИ, ФОНД",1187800007757.0,2018-12-25 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПЕРВЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1130500002599.0,2013-12-24 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2018,,1144000.0,1135000.0,,,3000.0,,,,3000.0,,,3000.0,3000.0,,,,,,,,,,,,,,,,
"ПЕРВЫЙ ДЕТСКИЙ ХОСПИС СВЕРДЛОВСКОЙ ОБЛАСТИ, БФ",1226600001440.0,2022-01-18 00:00:00,Действующая,Свердловская область,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПЕРВЫЙ РАССВЕТ, БФ",1176196053175.0,2017-11-09 00:00:00,Действующая,Ростовская область,Благотворительные фонды,2018,,,,,10000.0,,,,,10000.0,,,,10000.0,,,,,,,,,,,,,,,,
"ПЕРВЫЙ ШАГ, БФ ПОМОЩИ ДЕТЯМ",1151690103575.0,2015-12-08 00:00:00,Действующая,Республика Татарстан,Благотворительные фонды,2018,,,,,,32000.0,,,,47000.0,,,,47000.0,,,,,,,,,,,,,,,,
"ПЕРЕДНИЙ КРАЙ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1135000005821.0,2013-12-09 00:00:00,Действующая,Московская область,Благотворительные фонды,2018,,1738000.0,2168000.0,,,430000.0,,,,430000.0,,,430000.0,430000.0,,,,,,,,,47000.0,1690000.0,,,,,,
"ПЕРЕДОВИЧКА, БФ",1197627005894.0,2019-03-05 00:00:00,Действующая,Ярославская область,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПЕРЕЛУЧИ, ФОНД",1165300050046.0,2016-02-29 00:00:00,Действующая,Новгородская область,Благотворительные фонды,2018,,9972000.0,10092000.0,,48000.0,743000.0,,,,1634000.0,,2000.0,793000.0,1636000.0,,,,102000.0,,,,,836000.0,8957000.0,,,,,,
"ПЕРЕСТРОЙКА ЕСТЕСТВОЗНАНИЯ, ИМФ",1026101942492.0,2000-10-02 00:00:00,Действующая,Ростовская область,Общественные фонды,2018,,,,,,37000.0,,,,46000.0,,,37000.0,46000.0,,,,,,,,,,,,,,,,
"ПЕРМСКИЙ КРАЙ БЕЗ НАРКОТИКОВ, БФ",1135900000378.0,2013-02-26 00:00:00,Действующая,Пермский край,Благотворительные фонды,2018,,1462000.0,1462000.0,,,,,,,,,,,,,,,94000.0,,,,,951000.0,,,,,,,
ПЕРМСКИЙ ФПРСР,1025900001060.0,2002-10-10 00:00:00,Действующая,Пермский край,Общественные фонды,2018,8000.0,31623000.0,32232000.0,8000.0,61000.0,421000.0,,,270000.0,1322000.0,,,212000.0,1592000.0,8000.0,8000.0,,,,,,,12684000.0,18827000.0,,,,2000.0,,6000.0
ПЕРМСКОЕ КРАЕВОЕ ОТДЕЛЕНИЕ РДФ,1065900049380.0,2006-10-03 00:00:00,Действующая,Пермский край,Благотворительные фонды,2018,,,,,,97000.0,,,,10000.0,,87000.0,,97000.0,,,,,,,,,,,,,,,,
"ПЕРСПЕКТИВА Г. ЛИПЕЦКА, БФ ПОДДЕРЖКИ МАОУ СШ № 59",1134800000830.0,2013-10-07 00:00:00,Действующая,Липецкая область,Благотворительные фонды,2018,,25794000.0,25807000.0,,,13000.0,,,,13000.0,,18000.0,13000.0,31000.0,,,,,,,,,1916000.0,23878000.0,,,,,,
"ПЕРСПЕКТИВА И РАЗВИТИЕ, МОСКОВСКИЙ ОБЛАСТНОЙ ОБЩЕСТВЕННЫЙ ФОНД",1035000012706.0,2003-03-31 00:00:00,Действующая,Московская область,Общественные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПЕРСПЕКТИВА ИНДУСТРИАЛЬНОГО РАЙОНА Г.БАРНАУЛА, БОФ",1132225901015.0,2013-05-07 00:00:00,Действующая,Алтайский край,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПЕРСПЕКТИВА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1077800027183.0,2007-08-16 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПЕРСПЕКТИВА, БФ",1149102119760.0,2014-12-09 00:00:00,Действующая,Республика Крым,Благотворительные фонды,2018,,427000.0,415000.0,,26000.0,5000.0,,,,137000.0,,,6000.0,137000.0,,,,106000.0,,,,,56000.0,265000.0,,,,,,
"ПЕРСПЕКТИВА, БФ",1036300115158.0,2003-02-11 00:00:00,Действующая,Самарская область,Благотворительные фонды,2018,,,,,,,,,,303000.0,,,,303000.0,,,,,,,,,,,,,,,,
"ПЕРСПЕКТИВА, БФ",1136600004860.0,2013-12-06 00:00:00,Действующая,Свердловская область,Благотворительные фонды,2018,,71000.0,71000.0,,,13000.0,,,,,,,,13000.0,,,,,,,,,71000.0,,,,,,,
"ПЕРСПЕКТИВА, БФ",1204800004386.0,2020-03-25 00:00:00,Действующая,Липецкая область,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПЕРСПЕКТИВА, БФ",1160280098660.0,2016-07-19 00:00:00,Действующая,Башкортостан (Республика),Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПЕРСПЕКТИВА, ЖГОФ",1134600000567.0,2013-04-12 00:00:00,Действующая,Курская область,Общественные фонды,2018,,776000.0,842000.0,,,219000.0,,,,219000.0,,,219000.0,219000.0,,,,,,,,,,776000.0,,,,,,
"ПЕРСПЕКТИВА, НБФ",1083600001693.0,2008-10-13 00:00:00,Действующая,Воронежская область,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПЕРСПЕКТИВА, НОБФ",1037739830743.0,2003-08-19 00:00:00,Действующая,Иркутская область,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПЕРСПЕКТИВА, НБФПН",1063800023429.0,2006-08-15 00:00:00,Действующая,Иркутская область,Благотворительные фонды,2018,,,,,,,,,,497000.0,,,,497000.0,,,,,,,,,,,,,,,,
"ПЕРСПЕКТИВА, НФМС МСП",1090400000426.0,2009-09-24 00:00:00,Действующая,Алтай (Республика),Общественные фонды,2018,,,36000.0,,,36000.0,,,,36000.0,,,84000.0,36000.0,,,,,,,,,,,,,,,,
"ПЕРСПЕКТИВА, ОБФР ДДТИМ. В.ДУБИНИНА",1045400002449.0,2004-05-18 00:00:00,Действующая,Новосибирская область,Благотворительные фонды,2018,,6651000.0,6953000.0,670000.0,310000.0,1331000.0,,,,,,1641000.0,1331000.0,1641000.0,,,,,,,,,1404000.0,5247000.0,,670000.0,,,,
"ПЕРСПЕКТИВА, ОРОБФ Р.Д.О.Д.",1065500008936.0,2006-05-25 00:00:00,Действующая,Омская область,Благотворительные фонды,2018,,1479000.0,1524000.0,,,83000.0,,,,83000.0,,,83000.0,83000.0,,,,,,,,,29000.0,764000.0,,,,,,
"ПЕРСПЕКТИВА, ТУЛЬСКИЙ ОБЛАСТНОЙ ОБЩЕСТВЕННЫЙ ФОНД СОЦИАЛЬНОГО РАЗВИТИЯ МОЛОДЕЖИ",1057100005346.0,2005-04-28 00:00:00,Действующая,Тульская область,Общественные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПЕРСПЕКТИВА, СПБ СОФ",1037858022806.0,2000-11-10 00:00:00,Действующая,Санкт-Петербург,Общественные фонды,2018,,1289000.0,138000.0,,,3000.0,,,,3000.0,,,3000.0,3000.0,,,,,,,,,6000.0,1283000.0,,,,,,
"ПЕРСПЕКТИВА, ФОНД СОДЕЙСТВИЯ РАЗВИТИЮ ВОЛОДАРСКОГО РАЙОНА ГОРОДА БРЯНСКА",1143256001855.0,2014-02-17 00:00:00,Действующая,Брянская область,Общественные фонды,2018,,138000.0,98000.0,,,14000.0,,,,14000.0,,,14000.0,14000.0,,,,,,,,,,138000.0,,,,,,
"ПЕРСПЕКТИВЫ, БФМР",1125400004960.0,2012-11-21 00:00:00,Действующая,Новосибирская область,Благотворительные фонды,2018,,635000.0,635000.0,,,,,,,,,,,,,,,,,,,,635000.0,,,,,,,
"ПЕРСПЕКТИВЫ, НГОФ",1045400003043.0,2004-07-05 00:00:00,Действующая,Новосибирская область,Общественные фонды,2018,,2057000.0,2861000.0,,,946000.0,,,,946000.0,,,946000.0,946000.0,,,,,,,,,553000.0,1474000.0,,,,,,
"ПЕРУН, БФ",1214300008966.0,2021-10-19 00:00:00,Действующая,Кировская область,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПЕСОЧНЫЕ ЧАСЫ, БФ",1204000006638.0,2020-08-25 00:00:00,Действующая,Калужская область,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПЕТЕРБУРГ И ЗАРУБЕЖЬЕ, БКФ",1097800002123.0,2009-03-31 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2018,,604000.0,675000.0,,,71000.0,,,,71000.0,,,71000.0,71000.0,,,,,,,,,,547000.0,,,,,,
"ПЕТЕРБУРГСКИЙ ПРОЕКТ, СПБОФСЭП",1077800025511.0,2007-07-23 00:00:00,Действующая,Санкт-Петербург,Общественные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПЕТЕРБУРГСКОЕ НАСЛЕДИЕ И ПЕРСПЕКТИВА, РОФ",1037858013270.0,1999-10-04 00:00:00,Действующая,Санкт-Петербург,Общественные фонды,2018,,11968000.0,11854000.0,,13000.0,266000.0,,,,252000.0,,26000.0,252000.0,279000.0,,,51000.0,9000.0,,,,,1851000.0,9794000.0,,,,,,
"ПЕТРА И ФЕВРОНИИ, НО БФ",1162300051253.0,2016-05-11 00:00:00,Действующая,Краснодарский край,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПЕТРОВЧАНИН, БФ",1136400001121.0,2013-05-08 00:00:00,Действующая,Саратовская область,Благотворительные фонды,2018,,32000.0,,,,42000.0,,,,42000.0,,,10000.0,42000.0,,,,,,,,,,30000.0,,,,,,
"ПЕТРОЗАВОДСК, ФОНД",1121000000428.0,2012-06-14 00:00:00,Действующая,Карелия (Республика),Общественные фонды,2018,,2216000.0,2746000.0,,151000.0,549000.0,,,1000.0,548000.0,,149000.0,542000.0,698000.0,-5000.0,,,423000.0,,,,5000.0,771000.0,1014000.0,,,,1000.0,,-6000.0
"ПЕТРОПАВЛОВСКИЙ, НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1045009564412.0,2004-09-29 00:00:00,Действующая,Московская область,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПИК ФОНД, СООФ",1036303394082.0,1999-08-17 00:00:00,Действующая,Самарская область,Общественные фонды,2018,805000.0,101373000.0,72351000.0,2938000.0,814000.0,607000.0,,,,108074000.0,,720000.0,607000.0,108794000.0,742000.0,805000.0,2938000.0,7910000.0,,,,63000.0,82228000.0,7849000.0,,2133000.0,,98000.0,,644000.0
"ПИК, БФ",1217800074480.0,2021-05-07 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ПИН ФОНД,1044800154453.0,2004-02-05 00:00:00,Действующая,Липецкая область,Общественные фонды,2018,,3003000.0,3260000.0,,4000.0,809000.0,,,,,,3000.0,810000.0,2259000.0,,,,,,,,,988000.0,2015000.0,,,,,,
"ПИНГВИН, БФ",1214400002046.0,2021-04-30 00:00:00,Действующая,Костромская область,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПИТЕР-ВОЛЕЙБОЛ, ФВС",1067847426899.0,2006-03-02 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2018,,842000.0,1210000.0,,,368000.0,,,,,,831000.0,368000.0,836000.0,,,,,,,,,10000.0,832000.0,,,,,,
"ПИТЕРСКИЙ МОСТ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1087800004270.0,2008-07-15 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПИЩА ЖИЗНИ САРАТОВ, БФ",1186451011482.0,2018-05-25 00:00:00,Действующая,Саратовская область,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПИЩА ЖИЗНИ, БФ",1133600001941.0,2013-12-16 00:00:00,Действующая,Воронежская область,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПИЩА ЖИЗНИ, БФ",1126500000813.0,2012-10-31 00:00:00,Действующая,Сахалинская область,Благотворительные фонды,2018,,,,,,4000.0,,,,4000.0,,,,4000.0,,,,,,,,,,,,,,,,
"ПИЩА ЖИЗНИ, БФ",1091600004264.0,2009-11-25 00:00:00,Действующая,Республика Татарстан,Благотворительные фонды,2018,,316000.0,126000.0,,167000.0,9000.0,,,,471000.0,,159000.0,9000.0,630000.0,,,,,,,,,94000.0,216000.0,,,,,,
"ПИЩА ЖИЗНИ, БФ",1157800000071.0,2015-01-13 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2018,,924000.0,912000.0,,8000.0,,,,3000.0,,,,5000.0,8000.0,,,,,,,,,63000.0,861000.0,,,,,,
"ПИЩА ЖИЗНИ, ВБФ",1132500002084.0,2013-10-15 00:00:00,Действующая,Приморский край,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПИЩА ЖИЗНИ, ДБФ",1037700072871.0,2001-08-07 00:00:00,Действующая,Московская область,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПИЩА ЖИЗНИ, КРБФ",1159102118328.0,2015-09-14 00:00:00,Действующая,Республика Крым,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПИЩА ЖИЗНИ, СБФ",1169204056306.0,2016-06-14 00:00:00,Действующая,Севастополь,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПИЩА ЖИЗНИ, ХКБФ",1122700001852.0,2012-10-05 00:00:00,Действующая,Хабаровский край,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПИЩА ЖИЗНИ. САМАРА, БФ",1186313041969.0,2018-05-04 00:00:00,Действующая,Самарская область,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПИЩА МИРА ИЖЕВСК, БФ СЕВА",1181832007631.0,2018-03-29 00:00:00,Действующая,Удмуртская Республика,Благотворительные фонды,2018,,,37000.0,,,37000.0,,,,37000.0,,,37000.0,37000.0,,,,,,,,,,,,,,,,
"ПКИО, БФ",1021601628498.0,2000-08-01 00:00:00,Действующая,Республика Татарстан,Благотворительные фонды,2018,2041000.0,42059000.0,18164000.0,62662000.0,2381000.0,7036000.0,,,,210268000.0,,3061000.0,6939000.0,222210000.0,4054000.0,2041000.0,,30751000.0,,,6608000.0,4595000.0,6623000.0,4685000.0,,60621000.0,51 - 100,,,2610000.0
"ПЛАМЯ ДОБРА, БФРМСБР",1203800020456.0,2020-09-28 00:00:00,Действующая,Иркутская область,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПЛАНЕТА БЕЗ ГРАНИЦ, БФ",1137154027636.0,2013-09-05 00:00:00,Действующая,Тульская область,Благотворительные фонды,2018,,20000.0,20000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПЛАНЕТА ДЕТСТВА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1102400001175.0,2010-06-09 00:00:00,Действующая,Красноярский край,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПЛАНЕТА ДЕТСТВА, БФ",1155958037982.0,2015-04-29 00:00:00,Действующая,Пермский край,Благотворительные фонды,2018,,,,4000.0,,,,,,,,,,,,,,,,,,,,,,4000.0,,,,
"ПЛАНЕТА ДЕТСТВА, ФОНД",1083400006953.0,2008-05-23 00:00:00,Действующая,Волгоградская область,Общественные фонды,2018,96000.0,4605000.0,3833000.0,727000.0,16000.0,427000.0,,,140000.0,363000.0,,144000.0,254000.0,647000.0,69000.0,20000.0,360000.0,740000.0,,,49000.0,,2214000.0,1548000.0,,631000.0,,7000.0,76000.0,62000.0
